,city_name,city_avg_wait,store_location,location_wait,load_time
0,Orange County,14,Cypress,10,2024-07-22 16:12
1,Orange County,14,Fountain Valley,20,2024-07-22 16:12
2,Orange County,14,Fullerton,15,2024-07-22 16:12
3,Orange County,14,Garden Grove,15,2024-07-22 16:12
4,Orange County,14,Huntington Beach,15,2024-07-22 16:12
5,Orange County,14,Irvine,20,2024-07-22 16:12
6,Orange County,14,La Habra,30,2024-07-22 16:12
7,Orange County,14,Laguna Marketplace,15,2024-07-22 16:12
8,Orange County,14,Laguna Niguel,5,2024-07-22 16:12
9,Orange County,14,San Juan Capistrano,15,2024-07-22 16:12
10,Orange County,14,Tustin,30,2024-07-22 16:12
11,Orange County,14,Tustin Ranch,1,2024-07-22 16:12
12,Orange County,14,Westminster Business Center,5,2024-07-22 16:12
13,Orange County,14,Yorba Linda,5,2024-07-22 16:12
14,Tampa Bay,9,Brandon,5,2024-07-22 16:12
15,Tampa Bay,9,W Tampa (Linebaugh Ave),10,2024-07-22 16:12
16,Tampa Bay,9,Clearwater,1,2024-07-22 16:12
17,Tampa Bay,9,Wesley Chapel,15,2024-07-22 16:12
18,Tampa Bay,9,Bradenton,10,2024-07-22 16:12
19,Tampa Bay,9,Sarasota Mall,10,2024-07-22 16:12
20,Detroit,10,Roseville,15,2024-07-22 16:12
21,Detroit,10,Madison Heights,1,2024-07-22 16:12
22,Detroit,10,Middlebelt,10,2024-07-22 16:12
23,Detroit,10,Haggerty,10,2024-07-22 16:12
24,Detroit,10,Lakeside,15,2024-07-22 16:12
25,Detroit,10,Bloomfield,5,2024-07-22 16:12
26,Detroit,10,Commerce Township,10,2024-07-22 16:12
27,Detroit,10,Auburn Hills,15,2024-07-22 16:12
28,Detroit,10,Ann Arbor,1,2024-07-22 16:12
29,Detroit,10,Brighton,20,2024-07-22 16:12
30,Portland,16,Tigard,15,2024-07-22 16:12
31,Portland,16,Clackamas,30,2024-07-22 16:12
32,Portland,16,Aloha,15,2024-07-22 16:12
33,Portland,16,Portland,15,2024-07-22 16:12
34,Portland,16,Vancouver WA,15,2024-07-22 16:12
35,Portland,16,E Vancouver WA,15,2024-07-22 16:12
36,Portland,16,Hillsboro,10,2024-07-22 16:12
37,Portland,16,Wilsonville,15,2024-07-22 16:12
38,Minneapolis,14,Minneapolis Business Center,10,2024-07-22 16:12
39,Minneapolis,14,St Louis Park,5,2024-07-22 16:12
40,Minneapolis,14,Eagan,20,2024-07-22 16:12
41,Minneapolis,14,Maple Grove,10,2024-07-22 16:12
42,Minneapolis,14,Eden Prairie,20,2024-07-22 16:12
43,Minneapolis,14,Maplewood,20,2024-07-22 16:12
44,Minneapolis,14,Woodbury,20,2024-07-22 16:12
45,Minneapolis,14,Coon Rapids,10,2024-07-22 16:12
46,Minneapolis,14,Burnsville,10,2024-07-22 16:12
47,Phoenix,11,Phoenix Business Center,10,2024-07-22 16:12
48,Phoenix,11,Phoenix (Montebello Ave),30,2024-07-22 16:12
49,Phoenix,11,Thomas Road (Arcadia Crossing),5,2024-07-22 16:12
50,Phoenix,11,Tempe,10,2024-07-22 16:12
51,Phoenix,11,Avondale,5,2024-07-22 16:12
52,Phoenix,11,Paradise Valley,5,2024-07-22 16:12
53,Phoenix,11,Gilbert (Arizona Ave),20,2024-07-22 16:12
54,Phoenix,11,Chandler,10,2024-07-22 16:12
55,Phoenix,11,N Phoenix (27th Ave),10,2024-07-22 16:12
56,Phoenix,11,Cave Creek,5,2024-07-22 16:12
57,Phoenix,11,Scottsdale,10,2024-07-22 16:12
58,Phoenix,11,Glendale,10,2024-07-22 16:12
59,Phoenix,11,SE Gilbert (Market St),5,2024-07-22 16:12
60,Phoenix,11,Mesa,15,2024-07-22 16:12
61,Atlanta,11,Brookhaven,5,2024-07-22 16:12
62,Atlanta,11,Cumberland Mall,1,2024-07-22 16:12
63,Atlanta,11,Perimeter,15,2024-07-22 16:12
64,Atlanta,11,Morrow Business Center,20,2024-07-22 16:12
65,Atlanta,11,Gwinnett,10,2024-07-22 16:12
66,Atlanta,11,Town Center,15,2024-07-22 16:12
67,Atlanta,11,Alpharetta,20,2024-07-22 16:12
68,Atlanta,11,Woodstock,5,2024-07-22 16:12
69,Atlanta,11,Sharpsburg,1,2024-07-22 16:12
70,Atlanta,11,Mall Of Georgia,15,2024-07-22 16:12
71,Atlanta,11,Cumming,15,2024-07-22 16:12
72,Denver,16,Denver Business Center,5,2024-07-22 16:12
73,Denver,16,Arvada,20,2024-07-22 16:12
74,Denver,16,Sheridan,5,2024-07-22 16:12
75,Denver,16,Aurora,60,2024-07-22 16:12
76,Denver,16,SW Denver (Quincy Ave),20,2024-07-22 16:12
77,Denver,16,Westminster,5,2024-07-22 16:12
78,Denver,16,Douglas County (Park Meadows),15,2024-07-22 16:12
79,Denver,16,Parker,10,2024-07-22 16:12
80,Denver,16,Thornton,5,2024-07-22 16:12
81,Denver,16,Superior,10,2024-07-22 16:12
82,Denver,16,Timnath,20,2024-07-22 16:12
83,Seattle,19,Seattle,5,2024-07-22 16:12
84,Seattle,19,Kirkland,15,2024-07-22 16:12
85,Seattle,19,Tukwila,5,2024-07-22 16:12
86,Seattle,19,Redmond,5,2024-07-22 16:12
87,Seattle,19,Aurora Village,20,2024-07-22 16:12
88,Seattle,19,Issaquah,15,2024-07-22 16:12
89,Seattle,19,Woodinville,20,2024-07-22 16:12
90,Seattle,19,Lynnwood Business Center,5,2024-07-22 16:12
91,Seattle,19,Lynnwood,15,2024-07-22 16:12
92,Seattle,19,Silverdale,15,2024-07-22 16:12
93,Seattle,19,Covington,5,2024-07-22 16:12
94,Seattle,19,Gig Harbor,30,2024-07-22 16:12
95,Seattle,19,Everett,10,2024-07-22 16:12
96,Seattle,19,Federal Way,15,2024-07-22 16:12
97,Seattle,19,Fife Business Center,10,2024-07-22 16:12
98,Seattle,19,Tacoma,120,2024-07-22 16:12
99,Seattle,19,Puyallup,20,2024-07-22 16:12
100,Seattle,19,Bonney Lake,15,2024-07-22 16:12
101,Seattle,19,Marysville,15,2024-07-22 16:12
102,Chicago,14,Chicago South Loop,20,2024-07-22 16:12
103,Chicago,14,Lincoln Park,5,2024-07-22 16:12
104,Chicago,14,North Riverside IL,15,2024-07-22 16:12
105,Chicago,14,Bedford Park Business Center,5,2024-07-22 16:12
106,Chicago,14,Melrose Park,10,2024-07-22 16:12
107,Chicago,14,Niles,20,2024-07-22 16:12
108,Chicago,14,Oak Brook,5,2024-07-22 16:12
109,Chicago,14,Glenview,20,2024-07-22 16:12
110,Chicago,14,Mt Prospect,15,2024-07-22 16:12
111,Chicago,14,Orland Park,20,2024-07-22 16:12
112,Chicago,14,Bolingbrook,30,2024-07-22 16:12
113,Chicago,14,Schaumburg,10,2024-07-22 16:12
114,Chicago,14,Bloomingdale,20,2024-07-22 16:12
115,Chicago,14,Mettawa,15,2024-07-22 16:12
116,Chicago,14,Lake Zurich,15,2024-07-22 16:12
117,Chicago,14,Naperville,10,2024-07-22 16:12
118,Chicago,14,Merrillville,10,2024-07-22 16:12
119,Chicago,14,St Charles,15,2024-07-22 16:12
120,Chicago,14,Lake In The Hills,5,2024-07-22 16:12
121,Houston,14,Cypress,5,2024-07-22 16:12
122,Houston,14,Galleria,10,2024-07-22 16:12
123,Houston,14,Bunker Hill,5,2024-07-22 16:12
124,Houston,14,Pearland,15,2024-07-22 16:12
125,Houston,14,Willowbrook,5,2024-07-22 16:12
126,Houston,14,Humble,10,2024-07-22 16:12
127,Houston,14,Sugar Land,20,2024-07-22 16:12
128,Houston,14,Webster,30,2024-07-22 16:12
129,Houston,14,W Katy,30,2024-07-22 16:12
130,Houston,14,Woodlands,10,2024-07-22 16:12
131,Miami,11,Miami,15,2024-07-22 16:12
132,Miami,11,N Miami,10,2024-07-22 16:12
133,Miami,11,Miami Lakes,20,2024-07-22 16:12
134,Miami,11,Kendall,15,2024-07-22 16:12
135,Miami,11,Pembroke Pines,10,2024-07-22 16:12
136,Miami,11,Davie,5,2024-07-22 16:12
137,Miami,11,Pompano,10,2024-07-22 16:12
138,Miami,11,Coral Springs,5,2024-07-22 16:12
139,Miami,11,Boca Raton,10,2024-07-22 16:12
140,Miami,11,Lantana,10,2024-07-22 16:12
141,Miami,11,Royal Palm Beach,20,2024-07-22 16:12
142,Miami,11,Palm Beach Gardens,1,2024-07-22 16:12
143,New York City,17,Brooklyn,15,2024-07-22 16:12
144,New York City,17,Queens,15,2024-07-22 16:12
145,New York City,17,Manhattan,10,2024-07-22 16:12
146,New York City,17,Rego Park,1,2024-07-22 16:12
147,New York City,17,Staten Island,20,2024-07-22 16:12
148,New York City,17,Lawrence,5,2024-07-22 16:12
149,New York City,17,New Rochelle,15,2024-07-22 16:12
150,New York City,17,Yonkers,10,2024-07-22 16:12
151,New York City,17,Oceanside,10,2024-07-22 16:12
152,New York City,17,Westbury,15,2024-07-22 16:12
153,New York City,17,Port Chester,20,2024-07-22 16:12
154,New York City,17,Nanuet,5,2024-07-22 16:12
155,New York City,17,Melville,120,2024-07-22 16:12
156,New York City,17,Commack,5,2024-07-22 16:12
157,New York City,17,Nesconset,20,2024-07-22 16:12
158,New York City,17,Holbrook,5,2024-07-22 16:12
159,New York City,17,Riverhead,5,2024-07-22 16:12
160,Inland Empire,13,Chino Hills,5,2024-07-22 16:12
161,Inland Empire,13,Eastvale,15,2024-07-22 16:12
162,Inland Empire,13,Fontana,5,2024-07-22 16:12
163,Inland Empire,13,Lake Elsinore,15,2024-07-22 16:12
164,Inland Empire,13,Lancaster,20,2024-07-22 16:12
165,Inland Empire,13,Montclair,10,2024-07-22 16:12
166,Inland Empire,13,Moreno Valley,10,2024-07-22 16:12
167,Inland Empire,13,Rancho Cucamonga,10,2024-07-22 16:12
168,Inland Empire,13,San Bernardino,30,2024-07-22 16:12
169,Inland Empire,13,Temecula,15,2024-07-22 16:12
170,Inland Empire,13,Victorville,10,2024-07-22 16:12
171,Los Angeles,14,Alhambra,5,2024-07-22 16:12
172,Los Angeles,14,Azusa,5,2024-07-22 16:12
173,Los Angeles,14,Burbank,10,2024-07-22 16:12
174,Los Angeles,14,Burbank Business Center,5,2024-07-22 16:12
175,Los Angeles,14,City of Industry,10,2024-07-22 16:12
176,Los Angeles,14,Commerce Business Center,15,2024-07-22 16:12
177,Los Angeles,14,Culver City,5,2024-07-22 16:12
