,city_name,city_avg_wait,store_location,location_wait
0,"Orange County, CA",20,Cypress,15
1,"Orange County, CA",20,Fountain Valley,10
2,"Orange County, CA",20,Fullerton,20
3,"Orange County, CA",20,Garden Grove,15
4,"Orange County, CA",20,Huntington Beach,10
5,"Orange County, CA",20,Irvine,1
6,"Orange County, CA",20,La Habra,10
7,"Orange County, CA",20,Laguna Marketplace,15
8,"Orange County, CA",20,Laguna Niguel,10
9,"Orange County, CA",20,San Juan Capistrano,15
10,"Orange County, CA",20,Tustin,1
11,"Orange County, CA",20,Tustin Ranch,30
12,"Orange County, CA",20,Westminster Business Center,10
13,"Orange County, CA",20,Yorba Linda,120
14,Tampa Bay,18,Brandon,5
15,Tampa Bay,18,W Tampa (Linebaugh Ave),30
16,Tampa Bay,18,Clearwater,20
17,Tampa Bay,18,Wesley Chapel,20
18,Tampa Bay,18,Bradenton,30
19,Tampa Bay,18,Sarasota Mall,5
20,Detroit,13,Roseville,15
21,Detroit,13,Madison Heights,5
22,Detroit,13,Middlebelt,20
23,Detroit,13,Haggerty,10
24,Detroit,13,Lakeside,15
25,Detroit,13,Bloomfield,5
26,Detroit,13,Commerce Township,10
27,Detroit,13,Auburn Hills,5
28,Detroit,13,Ann Arbor,15
29,Detroit,13,Brighton,30
30,Portland,12,Tigard,15
31,Portland,12,Clackamas,15
32,Portland,12,Aloha,10
33,Portland,12,Portland,10
34,Portland,12,Vancouver WA,5
35,Portland,12,E Vancouver WA,15
36,Portland,12,Hillsboro,10
37,Portland,12,Wilsonville,15
38,Minneapolis,12,Minneapolis Business Center,5
39,Minneapolis,12,St Louis Park,5
40,Minneapolis,12,Eagan,10
41,Minneapolis,12,Maple Grove,15
42,Minneapolis,12,Eden Prairie,5
43,Minneapolis,12,Maplewood,20
44,Minneapolis,12,Woodbury,20
45,Minneapolis,12,Coon Rapids,5
46,Minneapolis,12,Burnsville,20
47,Phoenix,16,Phoenix Business Center,5
48,Phoenix,16,Phoenix (Montebello Ave),20
49,Phoenix,16,Thomas Road (Arcadia Crossing),10
50,Phoenix,16,Tempe,15
51,Phoenix,16,Avondale,10
52,Phoenix,16,Paradise Valley,20
53,Phoenix,16,Gilbert (Arizona Ave),15
54,Phoenix,16,Chandler,10
55,Phoenix,16,N Phoenix (27th Ave),15
56,Phoenix,16,Cave Creek,15
57,Phoenix,16,Scottsdale,30
58,Phoenix,16,Glendale,20
59,Phoenix,16,SE Gilbert (Market St),15
60,Phoenix,16,Mesa,20
61,Atlanta,14,Brookhaven,1
62,Atlanta,14,Cumberland Mall,10
63,Atlanta,14,Perimeter,15
64,Atlanta,14,Morrow Business Center,5
65,Atlanta,14,Gwinnett,30
66,Atlanta,14,Town Center,30
67,Atlanta,14,Alpharetta,15
68,Atlanta,14,Woodstock,10
69,Atlanta,14,Sharpsburg,10
70,Atlanta,14,Mall Of Georgia,15
71,Atlanta,14,Cumming,15
72,Denver,10,Denver Business Center,5
73,Denver,10,Arvada,10
74,Denver,10,Sheridan,10
75,Denver,10,Aurora,10
76,Denver,10,SW Denver (Quincy Ave),10
77,Denver,10,Westminster,5
78,Denver,10,Douglas County (Park Meadows),15
79,Denver,10,Parker,5
80,Denver,10,Thornton,5
81,Denver,10,Superior,10
82,Denver,10,Timnath,20
83,Seattle,11,Seattle,1
84,Seattle,11,Kirkland,10
85,Seattle,11,Tukwila,15
86,Seattle,11,Redmond,10
87,Seattle,11,Aurora Village,10
88,Seattle,11,Issaquah,15
89,Seattle,11,Woodinville,10
90,Seattle,11,Lynnwood Business Center,10
