,city_name,city_avg_wait,store_location,location_wait,load_time
112,Chicago,14,Bolingbrook,30,2024-07-22 16:09
113,Chicago,14,Schaumburg,10,2024-07-22 16:09
114,Chicago,14,Bloomingdale,20,2024-07-22 16:09
115,Chicago,14,Mettawa,15,2024-07-22 16:09
116,Chicago,14,Lake Zurich,15,2024-07-22 16:09
117,Chicago,14,Naperville,10,2024-07-22 16:09
118,Chicago,14,Merrillville,10,2024-07-22 16:09
119,Chicago,14,St Charles,15,2024-07-22 16:09
120,Chicago,14,Lake In The Hills,5,2024-07-22 16:09
121,Houston,14,Cypress,5,2024-07-22 16:09
122,Houston,14,Galleria,10,2024-07-22 16:09
123,Houston,14,Bunker Hill,5,2024-07-22 16:09
124,Houston,14,Pearland,15,2024-07-22 16:09
125,Houston,14,Willowbrook,5,2024-07-22 16:09
126,Houston,14,Humble,10,2024-07-22 16:09
127,Houston,14,Sugar Land,20,2024-07-22 16:09
128,Houston,14,Webster,30,2024-07-22 16:09
129,Houston,14,W Katy,30,2024-07-22 16:09
130,Houston,14,Woodlands,10,2024-07-22 16:09
131,Miami,11,Miami,15,2024-07-22 16:09
132,Miami,11,N Miami,10,2024-07-22 16:09
133,Miami,11,Miami Lakes,20,2024-07-22 16:09
134,Miami,11,Kendall,15,2024-07-22 16:09
135,Miami,11,Pembroke Pines,10,2024-07-22 16:09
136,Miami,11,Davie,5,2024-07-22 16:09
137,Miami,11,Pompano,10,2024-07-22 16:09
138,Miami,11,Coral Springs,5,2024-07-22 16:09
139,Miami,11,Boca Raton,10,2024-07-22 16:09
140,Miami,11,Lantana,10,2024-07-22 16:09
141,Miami,11,Royal Palm Beach,20,2024-07-22 16:09
142,Miami,11,Palm Beach Gardens,1,2024-07-22 16:09
143,New York City,17,Brooklyn,15,2024-07-22 16:09
144,New York City,17,Queens,15,2024-07-22 16:09
145,New York City,17,Manhattan,10,2024-07-22 16:09
146,New York City,17,Rego Park,1,2024-07-22 16:09
147,New York City,17,Staten Island,20,2024-07-22 16:09
148,New York City,17,Lawrence,5,2024-07-22 16:09
149,New York City,17,New Rochelle,15,2024-07-22 16:09
150,New York City,17,Yonkers,10,2024-07-22 16:09
151,New York City,17,Oceanside,10,2024-07-22 16:09
152,New York City,17,Westbury,15,2024-07-22 16:09
153,New York City,17,Port Chester,20,2024-07-22 16:09
154,New York City,17,Nanuet,5,2024-07-22 16:09
155,New York City,17,Melville,120,2024-07-22 16:09
156,New York City,17,Commack,5,2024-07-22 16:09
157,New York City,17,Nesconset,20,2024-07-22 16:09
158,New York City,17,Holbrook,5,2024-07-22 16:09
159,New York City,17,Riverhead,5,2024-07-22 16:09
160,Inland Empire,13,Chino Hills,5,2024-07-22 16:09
161,Inland Empire,13,Eastvale,15,2024-07-22 16:09
162,Inland Empire,13,Fontana,5,2024-07-22 16:09
163,Inland Empire,13,Lake Elsinore,15,2024-07-22 16:09
164,Inland Empire,13,Lancaster,20,2024-07-22 16:09
165,Inland Empire,13,Montclair,10,2024-07-22 16:09
166,Inland Empire,13,Moreno Valley,10,2024-07-22 16:09
167,Inland Empire,13,Rancho Cucamonga,10,2024-07-22 16:09
168,Inland Empire,13,San Bernardino,30,2024-07-22 16:09
169,Inland Empire,13,Temecula,15,2024-07-22 16:09
170,Inland Empire,13,Victorville,10,2024-07-22 16:09
171,Los Angeles,14,Alhambra,5,2024-07-22 16:09
172,Los Angeles,14,Azusa,5,2024-07-22 16:09
173,Los Angeles,14,Burbank,10,2024-07-22 16:09
174,Los Angeles,14,Burbank Business Center,5,2024-07-22 16:09
175,Los Angeles,14,City of Industry,10,2024-07-22 16:09
176,Los Angeles,14,Commerce Business Center,15,2024-07-22 16:09
177,Los Angeles,14,Culver City,5,2024-07-22 16:09
178,Los Angeles,14,Hawthorne,20,2024-07-22 16:09
179,Los Angeles,14,Hawthorne Business Center,5,2024-07-22 16:09
180,Los Angeles,14,Inglewood,15,2024-07-22 16:09
181,Los Angeles,14,Lakewood,15,2024-07-22 16:09
182,Los Angeles,14,Los Feliz,20,2024-07-22 16:09
183,Los Angeles,14,Monterey Park,10,2024-07-22 16:09
184,Los Angeles,14,Northridge,15,2024-07-22 16:09
185,Los Angeles,14,Norwalk,20,2024-07-22 16:09
186,Los Angeles,14,Oxnard,15,2024-07-22 16:09
187,Los Angeles,14,Pacoima,15,2024-07-22 16:09
188,Los Angeles,14,San Dimas,10,2024-07-22 16:09
189,Los Angeles,14,Santa Clarita,15,2024-07-22 16:09
190,Los Angeles,14,Signal Hill,60,2024-07-22 16:09
191,Los Angeles,14,Simi Valley,5,2024-07-22 16:09
192,Los Angeles,14,Torrance,5,2024-07-22 16:09
193,Los Angeles,14,Van Nuys,20,2024-07-22 16:09
194,Los Angeles,14,Westlake Village,20,2024-07-22 16:09
195,Los Angeles,14,Woodland Hills,15,2024-07-22 16:09
196,Dallas/Fort Worth,15,Arlington,20,2024-07-22 16:09
197,Dallas/Fort Worth,15,Dallas,15,2024-07-22 16:09
198,Dallas/Fort Worth,15,Dallas Business Center,10,2024-07-22 16:09
199,Dallas/Fort Worth,15,Duncanville,30,2024-07-22 16:09
200,Dallas/Fort Worth,15,E Plano,10,2024-07-22 16:09
201,Dallas/Fort Worth,15,Fort Worth,15,2024-07-22 16:09
202,Dallas/Fort Worth,15,Frisco,20,2024-07-22 16:09
203,Dallas/Fort Worth,15,Lewisville,20,2024-07-22 16:09
204,Dallas/Fort Worth,15,McKinney,15,2024-07-22 16:09
205,Dallas/Fort Worth,15,N Fort Worth,10,2024-07-22 16:09
206,Dallas/Fort Worth,15,Rockwall,10,2024-07-22 16:09
207,Dallas/Fort Worth,15,Southlake,15,2024-07-22 16:09
208,Dallas/Fort Worth,15,W Plano,5,2024-07-22 16:09
209,Las Vegas,15,SW Henderson (Saint Rose Pkwy),20,2024-07-22 16:09
210,Las Vegas,15,Henderson (Marks St),10,2024-07-22 16:09
211,Las Vegas,15,Summerlin,20,2024-07-22 16:09
212,Las Vegas,15,Centennial,15,2024-07-22 16:09
213,Las Vegas,15,Las Vegas Business Center,10,2024-07-22 16:09
214,San Diego,11,Carlsbad,5,2024-07-22 16:09
215,San Diego,11,Carmel Mountain,5,2024-07-22 16:09
216,San Diego,11,Chula Vista,5,2024-07-22 16:09
217,San Diego,11,El Centro,5,2024-07-22 16:09
218,San Diego,11,La Mesa,1,2024-07-22 16:09
219,San Diego,11,La Quinta,10,2024-07-22 16:09
220,San Diego,11,Mission Valley,15,2024-07-22 16:09
221,San Diego,11,Morena,15,2024-07-22 16:09
222,San Diego,11,Palm Desert,15,2024-07-22 16:09
223,San Diego,11,Poway,15,2024-07-22 16:09
224,San Diego,11,Rancho Del Rey,10,2024-07-22 16:09
225,San Diego,11,San Diego Business Center,10,2024-07-22 16:09
226,San Diego,11,San Marcos,10,2024-07-22 16:09
227,San Diego,11,Santee,20,2024-07-22 16:09
228,San Diego,11,SE San Diego,20,2024-07-22 16:09
229,San Diego,11,Vista,10,2024-07-22 16:09
