city_name,city_avg_wait,store_location,location_wait,load_time
Dallas/Fort Worth,15,Southlake,10,2024-07-23 09:19
Dallas/Fort Worth,15,W Plano,30,2024-07-23 09:19
Las Vegas,2,SW Henderson (Saint Rose Pkwy),Closed,2024-07-23 09:19
Las Vegas,2,Henderson (Marks St),10,2024-07-23 09:19
Las Vegas,2,Summerlin,Closed,2024-07-23 09:19
Las Vegas,2,Centennial,Closed,2024-07-23 09:19
Las Vegas,2,Las Vegas Business Center,1,2024-07-23 09:19
San Diego,8,Carlsbad,Closed,2024-07-23 09:19
San Diego,8,Carmel Mountain,Closed,2024-07-23 09:19
San Diego,8,Chula Vista,Closed,2024-07-23 09:19
San Diego,8,El Centro,Closed,2024-07-23 09:19
San Diego,8,La Mesa,Closed,2024-07-23 09:19
San Diego,8,La Quinta,Closed,2024-07-23 09:19
San Diego,8,Mission Valley,1,2024-07-23 09:19
San Diego,8,Morena,Closed,2024-07-23 09:19
San Diego,8,Palm Desert,Closed,2024-07-23 09:19
San Diego,8,Poway,Closed,2024-07-23 09:19
San Diego,8,Rancho Del Rey,Closed,2024-07-23 09:19
San Diego,8,San Diego Business Center,Closed,2024-07-23 09:19
San Diego,8,San Marcos,Closed,2024-07-23 09:19
San Diego,8,Santee,Closed,2024-07-23 09:19
San Diego,8,SE San Diego,120,2024-07-23 09:19
San Diego,8,Vista,Closed,2024-07-23 09:19
